"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"
"163"	"IR21"	"IR21-3"	23206	4	0	13	1	2	8	24	0.678240740740741	"F"	-0.0154916980562533	-0.0478673190058959	-0.0451693130592343	0.096791101426527	0.0438105342859117	0.0211845185088163	0.887543404374317	0.388623625829596	0.166645426563608	458.040096052441	882.398237056625	123029.8781558
"167"	"IR23"	"IR23-2"	24678	7	3	18	11	6	7	45	0.567567567567568	"F"	0.00604426873778578	-0.0283146768666242	-0.0511411919587652	0.0365152395183222	0.037225405288553	0.0275811249462481	0.879054866591954	0.502199191714406	0.160751090501165	260.39353286752	992.72368272847	727.666641365137
"173"	"yaaY"	"yaaY-3"	25437	2	15	31	22	16	25	109	0.844036697247706	"F"	0.00249616865725601	-0.0029614163049444	-0.0089930762628469	0.0152920776398939	0.0168356178739056	0.0171155300958301	0.880711581054961	0.871574559871755	0.635643046133082	46.1177647340029	42.4559381149173	113.997819382364
"177"	"ispH"	"ispH-3"	31297	2	8	5	2	2	5	22	0.997894736842105	"F"	-0.0308662445608934	-0.0350912859057767	-0.0356495848297416	0.0276009190265072	0.0185322378034431	0.0132759619785537	0.344915524021776	0.154615410511671	0.0747133651795995	704.236614478401	128.572926969699	98.5245563496907
"183"	"rihC"	"rihC-2"	31718	13	58	59	93	32	87	329	0.386214442013129	"F"	7.10094488995856e-05	0.00111325018868796	0.00189653638736498	0.00968299695744773	0.00949476490082417	0.00927512229583353	0.994609231923562	0.914071993291114	0.851068187818322	205.630596856991	34.5031073592758	19.9566778010591
"185"	"rihC"	"rihC-3"	32101	7	24	28	34	11	41	138	0.805251641137856	"F"	-0.000868225808336777	0.0026030694829668	0.00482893643234353	0.0141585625130043	0.011949270197606	0.0096805899671538	0.954959794071163	0.841527277995445	0.652183160773698	56.8190052249289	138.271681033111	419.486739252634
"187"	"IR30"	"IR30-1"	32333	2	0	3	12	6	5	26	0.321212121212121	"F"	0.00863143031593872	-0.00239077077016816	-0.0134775022704595	0.0482946856898387	0.0537581923125062	0.0487722241838687	0.874620153488963	0.968568605455544	0.808227918459857	20.0671750987721	6.6189870134642	4.30110416761874
"189"	"IR30"	"IR30-2"	32347	2	2	2	5	0	2	11	0.406060606060606	"F"	-0.00798921609682661	-0.00100098048713303	0.00980638779376372	0.0256188589681114	0.0336660961549762	0.0395675630960502	0.784662680161995	0.978980523604288	0.827382002310479	147.096422620601	43.8089780618381	36.7247093844852
"197"	"carA"	"carA-3"	34517	4	26	3	0	1	1	31	0.692508710801394	"F"	-0.117540417057404	-0.154221891006244	-0.185037899035658	0.0336814481709249	0.0423820658429805	0.056082079406002	0.0732092385795743	0.0679179986743881	0.0808731006832967	1135.49699625082	399.887090439475	4440.90936525853
"207"	"IR34"	"IR34"	38112	2	5	4	3	2	2	16	0.0434782608695652	"F"	-0.0409421799035777	-0.0385306903526359	-0.0361838529489271	0.00962206075683271	0.0090057463452738	0.00819815498871117	0.0237962251412402	0.023451577737529	0.0215834481360191	376.63260195695	11368.1097056775	175.122359437596
"209"	"ESCRE0039"	"ESCRE0039-1"	38158	4	7	6	6	4	3	26	0.00558659217877095	"C"	-0.0345352408719832	-0.0253620450473484	-0.0183679522762103	0.0143234532567634	0.0132626937696411	0.0108495940282696	0.0949235095738033	0.151784456845627	0.189038255622901	7373838.73025952	1027.57390198638	466.499373122543
"217"	"caiF"	"caiF-1"	38372	6	15	6	17	3	16	57	0.00253164556962025	"F"	-0.0114162773254552	-0.00944507600410058	-0.00858230725395078	0.0295136778726205	0.0222079538408427	0.0151263072553906	0.724701058601589	0.699280604540513	0.61014066650754	13.1937932590038	14.6361221062143	25.293562931913
"219"	"caiF"	"caiF-2"	38509	6	25	25	24	15	43	132	0.349367088607595	"F"	0.00571072036484435	0.00747618083954757	0.00888430170497975	0.00996725515288547	0.00925941966413983	0.00845142029192191	0.606806475518713	0.47850919470301	0.370360535859381	64.1135698599653	139.577929217177	339.890502513103
"231"	"caiE"	"caiE-3"	39376	11	92	56	64	26	49	287	0.679661016949153	"C"	-0.0334384513538081	-0.0361046817879977	-0.0385683224711309	0.00656743545182477	0.00664335144445098	0.00678061276367511	0.0146444475011385	0.0122288991438087	0.0107709717225426	314975.987125275	5675.25780189953	10137.4464397328
"235"	"caiD"	"caiD-2"	40065	2	2	4	1	2	0	9	0.553191489361702	"C"	-0.00715408664305364	-0.00052359088064539	-0.00292340142024606	0.0568041157715698	0.0428606084784261	0.0324018800148267	0.911295831627206	0.99136221198678	0.93633199727532	13.1855121200607	6.5733374949429	113.7535905198
"243"	"caiC"	"caiC-3"	41522	22	141	132	132	73	181	659	0.674107142857143	"C"	-0.00432398144844104	-0.00392502628643216	-0.00353255045511269	0.00714398981458412	0.00671375379708155	0.00626021374773271	0.587723700965468	0.599860785659234	0.611995375372778	102.335123223806	220.108500749812	612.01205776068
"245"	"caiB#1"	"caiB#1-1"	42095	4	11	19	12	5	21	68	0.00339366515837104	"C"	-0.00355452676248457	-0.0017486460700391	-0.00188572218062038	0.0210026368915842	0.0197381479146467	0.0175708502731429	0.87637451914065	0.934988727969263	0.921308965987517	33.8338489872471	32.6292425425164	38.0834318152489
"247"	"caiB#1"	"caiB#1-2"	42400	17	134	109	146	58	135	582	0.34841628959276	"C"	-0.0121984251465182	-0.012078369849952	-0.0119393234041534	0.00635718323479158	0.00589315588168283	0.00547601374935334	0.150809240202243	0.132820311870162	0.117316617022423	15.614666059074	12.4949177584337	9.41071527352504
"249"	"caiB#1"	"caiB#1-3"	42683	14	75	85	90	57	125	432	0.668552036199095	"C"	0.0064366286267617	0.00660364544840004	0.0067319405110875	0.0042697076464634	0.00413801393816329	0.00400350299165162	0.228788830877651	0.208795259382846	0.191254177295203	1771.69751252717	3754.16127595287	486.151936708363
"251"	"caiB#1"	"caiB#2-1"	42890	7	21	17	36	20	37	131	0.902714932126697	"C"	0.0165701806066999	0.015263717480852	0.013665959865713	0.00915381955096315	0.00871864585527813	0.00838323920351219	0.167958155077643	0.178299798683295	0.201562417870937	11.8586612942736	12.3902249444555	520.581815102244
"253"	"caiB#2"	"caiB#2-2"	43094	2	21	2	2	2	10	37	1.13348416289593	"C"	-0.0252607153280354	-0.0499634949900191	-0.0451700251795674	0.0566023898260409	0.0345865312405707	0.0182589484072179	0.685638691981484	0.244312473885024	0.0897569833568934	188.398679010018	726.979839572413	40579.5060731478
"255"	"caiB#2"	"caiB#2-3"	43188	4	17	14	19	15	13	78	1.23981900452489	"C"	-0.00996328024326411	-0.00318386589249265	0.00351301042075546	0.0150588489553281	0.0158553096538081	0.0152149207090109	0.555492371749288	0.8536922754384	0.832248919223108	3348.01850054474	375.370715015313	137.323902137328
"257"	"IR39"	"IR39-1"	43309	5	31	20	13	10	24	98	0	"F"	-0.0210634426499544	-0.0241697422438606	-0.0254638973302495	0.0183154142601164	0.0146829720884524	0.0120023881742189	0.333487846164107	0.198294677686222	0.123997794589358	2607.44776632352	91.3797952467383	105.734157608148
"259"	"IR39"	"IR39-2"	43377	2	8	7	12	5	9	41	0.535433070866142	"F"	-0.00444496488661588	-0.00424857934414363	-0.00389303578295458	0.0075132535070795	0.00824450710156539	0.00898120860509904	0.595728791874015	0.641896079174446	0.693954642560666	43.8834265146103	25.6095013504203	19.5954590367243
"265"	"caiA"	"caiA-2"	43834	20	99	151	154	102	153	659	0.347635726795096	"C"	0.00427339486934874	0.00301420956624502	0.00166441518917645	0.00943488687547833	0.0098304604011508	0.0100027620811738	0.681346736510844	0.779182614764776	0.878428159922604	2611.93928999583	222.185369311131	58.5558470623258
"271"	"caiT"	"caiT-1"	44639	22	130	77	120	29	112	468	0.0191545574636724	"C"	-0.0221105276464795	-0.0200401121078758	-0.0190273014475239	0.0188435360888075	0.0149678121538551	0.0118466109464693	0.325327161703984	0.273022237343818	0.206595605652999	40.7274427015393	66.468194371248	235.387802913434
"273"	"caiT"	"caiT-2"	45128	28	205	190	302	150	345	1192	0.342140026420079	"C"	0.00918546655505001	0.00922542845322147	0.00921636131136017	0.00451767117391826	0.00444011561353624	0.00436647548234212	0.134923279620306	0.129280858099789	0.125282599306875	2.42748064159609	1.49901952827757	1.60006771959313
"275"	"caiT"	"caiT-3"	45649	30	127	119	171	101	183	701	0.686261558784676	"C"	0.00560193111379963	0.00554742834112519	0.00548350481217169	0.00315194951891593	0.00313763449296661	0.00313097205287075	0.17358947556631	0.1752136554263	0.17817819181897	17.7200755733173	20.2791058049167	23.2055611201077
"281"	"fixA"	"fixA-3"	47146	2	3	10	1	3	8	25	0.711688311688312	"F"	0.00847813041348081	-0.00687014974602037	-0.0195481637654124	0.0519805494809211	0.0338147225099521	0.0233899600111389	0.880806065186942	0.852001650781357	0.464627953382159	73.0847340128763	78.0993500236429	8176.36472309757
"283"	"IR42"	"IR42"	47372	2	0	10	7	4	5	26	0.230769230769231	"F"	-0.0437235111667912	-0.0453969512088737	-0.046682306868882	0.0117441607947385	0.0116978440393804	0.0116232356168337	0.0651725325456851	0.060441222246774	0.056766594295555	19.3033703148766	246.688770528285	3204.64972798986
"293"	"fixC"	"fixC-1"	48376	22	95	95	108	62	167	527	0.000777604976671851	"F"	0.00763232091647482	0.00892346770968083	0.0100420409995373	0.00663398415096339	0.00647196527554464	0.00622784932354883	0.333328845153899	0.261780528367029	0.205261143812507	278.875284056689	529.133441925212	1062.10522836678
"295"	"fixC"	"fixC-2"	48805	7	41	46	63	50	95	295	0.334370139968896	"F"	0.0236245382870101	0.0237611359157853	0.0235918105613969	0.00430331360350478	0.00475459592743055	0.00535486821171063	0.01189054714224	0.015413477649193	0.0216882820410505	38.435744146643	61.0119850989366	364.405914063814
"297"	"fixC"	"fixC-3"	49264	18	143	144	179	86	234	786	0.691290824261275	"F"	0.00414030721875283	0.00527188181118747	0.00624768886624186	0.00626862649697627	0.00597539870651167	0.00562439572819131	0.556132072323208	0.442602147302758	0.347667308565544	4349.59615103708	988.741102863081	1474.42382508868
"303"	"IR44"	"IR44"	49957	6	14	11	26	4	13	68	0.2	"F"	-0.0203831589177751	-0.0139250047039331	-0.00506015322027137	0.0231452013269137	0.0246880114445509	0.025825262673938	0.443344117609197	0.612143652297343	0.857179728602538	14.2941702213209	11.7370667264007	36.8272339844519
"305"	"yaaU"	"yaaU-1"	50045	15	72	79	111	66	136	464	0.0323065364387678	"F"	0.0135128378446365	0.0133553158199215	0.0131858401774997	0.00104314895571013	0.00107034255124708	0.00109706035486382	0.000993185667188756	0.00110949319207921	0.00123914126641957	36.3885457464276	34.146051799335	33.0637880386806
"307"	"yaaU"	"yaaU-2"	50455	11	40	64	56	22	43	225	0.340345604808415	"F"	-0.0168217099281358	-0.0185296708315448	-0.0201283780605347	0.0123220993808385	0.0141913551101009	0.0161512563234445	0.265561341922259	0.282758092542251	0.30112623079841	157.775262014154	244.119339821724	27206.3275854158
"309"	"yaaU"	"yaaU-3"	50891	22	98	74	99	59	122	452	0.667918858001503	"F"	0.000258412778546393	-0.000443094713617403	-0.00105953318083584	0.00607830509415921	0.00583041887585563	0.00554437666666458	0.968760317893623	0.944205741246597	0.860648725475177	31111.5569440473	16108.1362463912	2780.21719598069
"311"	"IR45"	"IR45-1"	51367	3	5	4	2	0	3	14	0.311320754716981	"F"	-0.0327621846825166	-0.034818242194333	-0.034598230638969	0.0224690840907544	0.0176108445455709	0.0138673892154659	0.282172890186575	0.186656969518728	0.1300402237102	99.5670260778564	173.509676238744	238.431276059132
"313"	"IR45"	"IR45-2"	51377	6	13	19	25	13	32	102	0.405660377358491	"F"	0.0184783132635628	0.0172305960811675	0.0160969648666411	0.00624486107804145	0.00607880409276635	0.00581393352879595	0.0595936009315897	0.065942570104186	0.0696447752915577	190.797975500186	17.6349644499534	9.36637499931178
"317"	"kefF"	"kefF-1"	51451	5	7	9	5	1	11	33	0.0188679245283019	"F"	-0.0223915930267125	-0.00408618485800342	0.000785056613888033	0.0394532854205207	0.0243105538793	0.014605748952051	0.61003830404736	0.877210700572085	0.960513561225056	352.864471305159	1622.04493945483	403.615624164721
"321"	"kefF"	"kefF-3"	51823	6	12	20	27	20	43	122	0.720754716981132	"F"	0.0354940858893995	0.0328031357298018	0.0303812032679602	0.00594487096654996	0.00556414490973387	0.00512050570540279	0.00940203132425167	0.00974250592018013	0.00956915774656581	444403.382938218	570.160581288789	102.779341225591
"323"	"kefC"	"kefC-1"	51975	21	163	120	156	99	198	736	0.00590762620837809	"F"	3.38787839396357e-05	-0.000846456605071115	-0.00161726994382051	0.00686945481231275	0.0065510556978516	0.00617569145515818	0.996374627083406	0.905368282010553	0.810367756302997	152.119475870972	298.933155455302	687.838505767402
"327"	"kefC"	"kefC-3"	53213	21	72	83	77	49	79	360	0.67078410311493	"F"	-0.00806561335648815	-0.00808464274465735	-0.00806130039592335	0.00557901236635429	0.00578045933946456	0.00598126735101253	0.244028257283853	0.256379817848162	0.27047786099067	4.76288938695127	6.56673507058288	8.62040956733152
"331"	"IR46"	"IR46-2"	53925	2	1	3	1	1	1	7	0.515789473684211	"F"	-0.0194619383860603	-0.0301024575637224	-0.0395479751695367	0.0290322230372051	0.0352305373523095	0.0364616734182504	0.550619676453564	0.455663558878587	0.357460927292959	14.8248148543039	51.2471463688029	8566.28408039232
"333"	"IR47"	"IR47"	54514	3	4	12	13	4	6	39	0.210526315789474	"F"	-0.00725622241249057	-0.0184398050883763	-0.0274271963348691	0.0269324719604313	0.0296804901064347	0.0281824808165944	0.805072657948436	0.578427582139621	0.402232983866475	285.856399595482	25.0568422547519	8.76590876776629
"335"	"apaH"	"apaH-1"	54637	9	29	12	7	2	2	52	0.0736342042755344	"C"	-0.110394738658154	-0.116831151983462	-0.123449605917055	0.00406624192133835	0.00473419941617649	0.00473005817515222	0.000109670075818501	0.000145872403065279	0.000123398680625781	392.734179863328	137.461011986835	6131.79077963341
"337"	"apaH"	"apaH-2"	54877	6	15	7	8	3	7	40	0.358669833729216	"C"	-0.0386219809795777	-0.044726486084518	-0.0493046409503157	0.0132353426699699	0.0127172228483878	0.0124240848900043	0.061591105725638	0.0390011422088611	0.0285940016403387	199.91080732015	246.689542557255	448.266154083908
"339"	"apaH"	"apaH-3"	55266	2	14	9	0	2	2	27	0.820665083135392	"C"	-0.0841425287461069	-0.0809327706323319	-0.0758950425915686	0.00367102504054428	0.00452997386786907	0.00547979153006683	0.00189804165708487	0.00311822559218844	0.00517274781590404	8.83414404791236	500.174265725139	83.7492155006716
"349"	"IR51"	"IR51-2"	61391	10	73	76	73	58	110	390	0.339920948616601	"F"	0.00534840911593981	0.00557496628563635	0.00569119247385436	0.0072280309284335	0.00647857323898217	0.00578831968892505	0.512973732320438	0.452779773342599	0.397999010295392	8.69589814107104	7.56860430052993	22.7048155918327
"351"	"IR51"	"IR51-3"	61498	7	49	61	46	28	61	245	0.762845849802372	"F"	-0.00805214797003566	-0.00873223601632308	-0.00925111303991888	0.00932905868368367	0.00932443826137082	0.00934853079777229	0.451551017307346	0.418106039627038	0.395333612092466	13.3064913533594	12.4895050276002	15.8375935553079
"357"	"djlA"	"djlA-3"	62181	8	38	57	41	31	67	234	0.76319018404908	"F"	0.00497810213057421	0.00355636753554689	0.00182167641926442	0.0115649713773106	0.0113341298596794	0.0109112616139688	0.695920999976629	0.774244289282863	0.878025301214436	2125.08319339315	140.752684381518	81.4181166299965
"359"	"rluA"	"rluA-1"	62522	12	45	60	75	51	61	292	0.047040971168437	"C"	0.00378534547829278	0.00530954191859674	0.00709799712086553	0.0113686031681705	0.0119979066478107	0.0123240658000883	0.761072252955277	0.688061765976103	0.605017826722908	128.99558014369	234.639486424607	1645.25117660894
"361"	"rluA"	"rluA-2"	62720	6	24	34	21	6	40	125	0.347496206373293	"C"	-0.0136571396397306	-0.00385566523536628	-0.000201464037126402	0.0289632456273591	0.021879561342689	0.0158885151016908	0.669432846489232	0.871343833582621	0.990679307155182	520.453384764813	74.0281565288024	104.770345639705
"365"	"hepA"	"hepA-1"	63163	24	174	144	174	63	116	671	0.000344115622849277	"C"	-0.0275746440999833	-0.0268702608811426	-0.0258376364383163	0.00490257424813376	0.00489504856883811	0.0049446781837914	0.0111141085624499	0.0118940093189105	0.013634408130182	18.7175410079799	92.4516104363326	46.4829642796995
