"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"
"75"	"IR10"	"IR10-2"	10572	2	6	11	17	6	17	57	0.537414965986395	"F"	0.010253444746191	0.0103017190831477	0.00882896921988687	0.0101271001292019	0.00906366581589501	0.00773774911192164	0.385875591164021	0.338282254716714	0.336694735301721	12.475957507376	126.587863396044	40.5302974276976
"77"	"htpY"	"htpY-1"	10689	5	10	18	9	15	16	68	0.0673211781206171	"C"	0.00485695867734226	0.00400127757485151	0.00299639671079886	0.00781038061029386	0.00679043832685252	0.00582070041995927	0.578091552953294	0.597124046313357	0.642230893500457	416.425183824183	9.11728977788347	8.70391592726497
"79"	"htpY"	"htpY-2"	10955	5	10	14	10	5	10	49	0.44039270687237	"C"	-0.00741361553850201	-0.00666994215135176	-0.00609086369045335	0.00719225193669129	0.00604067380966919	0.00512187296949244	0.378470414496336	0.350129332520071	0.319912332575916	4621.2194368362	413.558493169362	131.182525856452
"81"	"htpY"	"htpY-3"	11126	7	18	24	14	21	24	101	0.680224403927069	"C"	0.00316859811888415	0.00299771127348031	0.00278926808244213	0.00647865194678686	0.00524619563657926	0.00420673901631506	0.658308875201813	0.607727597522479	0.55469529165224	5.72377245526749	9.65723679059577	192.439202361306
"83"	"yaaI"	"yaaI-1"	11430	2	5	8	2	1	0	16	0.123762376237624	"C"	-0.0566464764496615	-0.0539828196388113	-0.0341238544588906	0.01443892853902	0.0235843681654924	0.0369066111250334	0.0592555588729801	0.149279539643329	0.452782996374462	7.89770446522327	38.6468024493033	19.1659187525044
"85"	"yaaI"	"yaaI-2"	11587	4	0	23	3	7	8	41	0.512376237623762	"C"	-0.0111161714846416	-0.023558765758872	-0.0255782450310856	0.0284010787917241	0.0172357608623105	0.0101879271412458	0.733265707146782	0.305035539890972	0.128717789873572	871.99778279637	465.867249623145	2541.81615030324
"87"	"yaaI"	"yaaI-3"	11706	2	7	0	0	0	0	8	0.806930693069307	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"89"	"IR12"	"IR12-3"	12038	2	6	20	14	5	0	45	0.674666666666667	"F"	-0.0124634370874678	-0.0160741851226398	-0.0193955686631938	0.0249642481776516	0.0280095742662826	0.027044671495209	0.667110362827052	0.623984294591838	0.547717594831176	19.4205299511969	10.5628177612313	47.0875618076022
"91"	"dnaJ"	"dnaJ-1"	14522	1	3	0	0	0	0	3	0.315044247787611	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"93"	"dnaJ"	"dnaJ-2"	14845	1	7	2	0	0	0	9	0.600884955752212	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"95"	"IR14"	"IR14-1"	15338	1	0	1	0	1	1	3	0.282758620689655	"F"	0.00144021606248749	0.00141621459387187	0.00137698667774995	0.00458501903840886	0.00488247644210273	0.00517984918724057	0.806242174876567	0.820273692641029	0.834589603197121	14.1555555555556	9.93718018102578	7.00998437309953
"97"	"IR14"	"IR14-2"	15353	2	5	20	7	20	18	70	0.386206896551724	"F"	0.0165710230247336	0.00950839252580908	0.00399979112064504	0.0147142792727502	0.0129603068217416	0.00970307991805334	0.342041427854394	0.516293789685458	0.707864878833307	3.64964433616431	10.8698434154576	25.5367383436298
"99"	"IR15"	"IR15"	16725	1	0	0	1	3	1	5	0.206896551724138	"F"	-0.00397069559070065	-0.00944029529158299	-0.0140713865511043	0.044103871115094	0.0602335742632402	0.0687479953566082	0.942838881785754	0.901028900046087	0.871471473425078	16.3461538461538	3.46265267811039	11.0822471783983
"101"	"mokC"	"hokC-1"	16750	2	5	0	2	0	0	7	0.00478468899521531	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103"	"mokC"	"hokC-3"	16875	3	5	8	12	6	8	39	0.602870813397129	"C"	0.00315203986840107	0.00199636908483695	0.000560661534712232	0.00655471521237266	0.00745125122887508	0.00823716507102637	0.663493152111847	0.806123271982762	0.950016603886233	173.53776619586	66.4788521432959	19.2867829403851
"105"	"mokC"	"mokC-1"	16750	2	5	0	2	0	0	7	0.00478468899521531	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"107"	"mokC"	"mokC-2"	16875	2	0	7	12	5	3	27	0.602870813397129	"C"	-0.0212284364271078	-0.0190805335085861	-0.0144276561558972	0.0128373868817652	0.0175229699693508	0.0226708016478365	0.240018670433577	0.389926618798258	0.58963422672822	234.26170459428	398.872693002944	19.9922351910392
"109"	"mokC"	"mokC-3"	16891	3	16	16	6	8	26	72	0.679425837320574	"C"	0.00512881757646578	0.00751621794620316	0.00813449741917514	0.0156955571513643	0.0106057491343694	0.00687041880387407	0.76531378002351	0.529621752474929	0.321682298951373	60.0733547328861	3185.08942838626	2187.90982873384
"111"	"IR16"	"IR16-1"	16981	4	16	11	13	8	10	58	0.0416666666666667	"F"	-0.00877323103859982	-0.0105626084061247	-0.0121469263333027	0.00544753478980306	0.0055899279541838	0.00557681920584431	0.205672064302391	0.1552190619289	0.117557311005848	290.112418137577	18190370.9683857	1318.41268118528
"113"	"IR16"	"IR16-2"	17291	2	1	3	2	1	4	11	0.628787878787879	"F"	0.0122395316087885	0.0129633165988152	0.0117010612953103	0.0129131474186363	0.0103978665224111	0.00771653745875275	0.413139615384139	0.300971091668148	0.226693022170304	57384.3548044333	372.644607134838	466.626830592132
"115"	"IR16"	"IR16-3"	17332	1	7	0	0	0	0	7	0.706439393939394	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"117"	"nhaA"	"nhaA-1"	17818	3	5	2	3	3	5	18	0.283018867924528	"F"	0.00538262839818152	0.000588195317988662	-0.00203854122687834	0.0116285622321741	0.00979333099487741	0.0075386785260428	0.674960426654914	0.955884346357493	0.804380310100245	370.504006488786	170.473580469597	188.514642570249
"119"	"nhaA"	"nhaA-2"	18010	6	3	10	4	7	5	29	0.447684391080617	"F"	0.00214860133621282	-0.00229885146378	-0.0058240241326132	0.012112675609428	0.0124282321488632	0.010939239998566	0.870506952843711	0.865050826577067	0.631359962155864	7.45595154248127	17.2091525523626	52.3539685029875
"121"	"nhaA"	"nhaA-3"	18297	4	9	9	3	3	6	30	0.693825042881647	"F"	-0.0120419714017172	-0.0133038890242601	-0.0128446360866597	0.0132658649008486	0.0100172183167284	0.00741998263378917	0.430935773409594	0.276145578176928	0.181867322299859	39.1612764995732	476.513743622329	1470.18599485303
"123"	"nhaR"	"nhaR-1"	18730	9	17	9	10	10	14	60	0.0176795580110497	"F"	-0.000424640381857336	-0.00378481852530507	-0.00610908345628098	0.00890470667656335	0.00834275884192914	0.0072228742563834	0.964962606638273	0.680876938066846	0.459790834257722	1006.0362245724	330.020911521516	290.104334221732
"125"	"nhaR"	"nhaR-2"	19051	6	11	10	9	10	5	45	0.372375690607735	"F"	-0.0130901446654072	-0.0101960673227971	-0.00711204402945454	0.00654556775723027	0.00717342047120852	0.00708808880581555	0.139346409160002	0.250329915024227	0.389607107157948	156.285818601495	37.6557904719096	46.292975875281
"127"	"nhaR"	"nhaR-3"	19339	10	29	31	23	13	18	114	0.69060773480663	"F"	-0.0133625194739706	-0.0138943490440645	-0.014257230460385	0.00446022176925792	0.00394634649274729	0.00357499116000375	0.0578561839585199	0.0388945554436906	0.0282286342419405	219.607825184431	432.63171731995	5109.82191794342
"129"	"ECB_00020"	"ECB_00020-1"	19659	7	16	23	16	16	16	87	0.00104275286757039	"C"	-0.00359376528864679	-0.00379302162035248	-0.00396081814568659	0.00320313495676892	0.00323330360786807	0.00326001925791259	0.343582439464979	0.325418488633911	0.311279383169956	24.4536933744016	17.9236018254803	16.486173598697
"131"	"ECB_00020"	"ECB_00020-2"	20148	1	0	2	0	2	0	4	0.510948905109489	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"133"	"ECB_00020"	"ECB_00020-3"	20520	2	4	1	2	0	0	9	0.898852971845673	"C"	-0.0302768051421092	-0.0457595326021639	-0.0474776830304831	0.0721862931889195	0.0506015232162459	0.03373968386046	0.747172870606022	0.531962253997438	0.393324876216349	23.4000000000001	136.228462743343	1203.92163428644
"135"	"ECB_00021"	"ECB_00021-1"	20639	7	6	9	9	3	4	31	0.00786026200873362	"C"	-0.0154249167012378	-0.0143513690562925	-0.0117310519502529	0.00735363779042464	0.00792407744880598	0.00870101115661204	0.126855989998454	0.167804404000972	0.270340388436252	5.33879932506544	86.8591223944732	14.4755419855291
"137"	"ECB_00021"	"ECB_00021-2"	21288	2	11	0	3	4	2	20	0.574672489082969	"C"	-0.030674267101158	-0.0346725108515219	-0.0347357949073883	0.0132443648361319	0.0111080488794559	0.00936894299244299	0.146532211296635	0.0891287002660815	0.0656644946663341	35.8393164178045	761.734680970844	1160048.27196852
"139"	"ECB_00021"	"ECB_00021-3"	21685	2	4	3	7	5	2	21	0.921397379912664	"C"	-0.00905133500958217	-0.00347665820970056	0.00203808045304036	0.0127771602434497	0.0139622629981511	0.0128446285517982	0.529779921901644	0.81943197888408	0.884007222718194	238.079465636097	12.1361977471883	6.71871230501761
"141"	"IR20"	"IR20-2"	21931	1	0	1	2	0	0	4	0.359628770301624	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"143"	"IR20"	"IR20-3"	22092	4	11	2	1	2	0	16	0.733178654292343	"F"	-0.0429201897741777	-0.060254261383783	-0.0598897289058556	0.0431046302937845	0.0345406213168652	0.0285325147542196	0.424300208148153	0.223200159690748	0.170673251875773	14.2428928079215	223.32019750679	6307.04894131098
"145"	"ECB_00022"	"ECB_00022-1"	22326	1	0	0	1	3	1	5	0.167613636363636	"C"	-0.00397069559070065	-0.00944029529158299	-0.0140713865511043	0.044103871115094	0.0602335742632402	0.0687479953566082	0.942838881785754	0.901028900046087	0.871471473425078	16.3461538461538	3.46265267811039	11.0822471783983
"147"	"ECB_00022"	"ECB_00022-2"	22498	2	5	3	2	3	1	14	0.411931818181818	"C"	-0.0246266449435445	-0.0220110096738245	-0.019256149517232	0.0109076700272629	0.0121057585817884	0.0113447523335568	0.109154080876186	0.166615388808532	0.1881945210276	7.98138158673951	16.0356172556195	150.558749176704
"149"	"IR21"	"IR21-3"	23214	4	14	9	2	2	7	34	0.696759259259259	"F"	-0.0167170562291958	-0.0183491557136355	-0.0175115588455969	0.0223934160338897	0.0146055701689431	0.0100482146800742	0.509533129405808	0.297930233825228	0.179735360929273	165.358934082363	186.569360369013	3168.23078074913
"151"	"ECB_00025"	"ECB_00025-1"	24152	2	9	3	0	1	0	13	0.28	"C"	-0.0564354187153666	-0.0711188129099545	-0.0882106722739633	0.0267360900212228	0.0373593294511894	0.0510674615891457	0.281656637069495	0.307925949921559	0.334085229722831	60.2941176470594	44.6451215242532	91.6198143109931
"153"	"ECB_00025"	"ECB_00025-2"	24175	1	1	2	0	1	0	4	0.345714285714286	"C"	-0.00483119836849778	-0.00646188814848042	-0.00806920472644228	0.0152338974884667	0.0169814543625824	0.0183518375591029	0.804492991554713	0.768520768794814	0.736279609907678	60.2941176470593	31.2499611494366	40.5710556519956
"155"	"ECB_00025"	"ECB_00025-3"	24290	2	11	4	2	1	3	21	0.674285714285714	"C"	-0.0249019380915531	-0.0325034757615474	-0.0343291862281202	0.0195164554324904	0.017304392871019	0.0163553644704921	0.291799675561239	0.156953056413151	0.126691100583862	111.61970044483	117.061571180637	2349.58203124258
"157"	"IR23"	"IR23-2"	24678	3	16	8	6	18	7	55	0.567567567567568	"F"	-0.00610506586937453	-0.00430778391941554	-0.000398932479773838	0.0158877136840515	0.0160045382119617	0.012872190960754	0.726402615224113	0.805256736877839	0.977222621760474	3.24886422862269	20.720540680351	206.539929332805
"159"	"IR23"	"IR23-3"	24747	2	4	2	4	4	2	16	0.711018711018711	"F"	-0.00598282778874905	-0.00572830570667798	-0.00408152711933274	0.0117201808713534	0.0111676744781432	0.00948172477722386	0.644909725239898	0.643377556142236	0.695910593616844	65.9142833255684	280.801460815408	264.14387557326
"161"	"yaaY"	"yaaY-1"	25273	2	11	0	0	0	0	12	0.0917431192660551	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"163"	"rihC"	"rihC-2"	31720	11	23	39	28	22	37	149	0.388402625820569	"F"	0.00240036086114642	0.00236053624920792	0.0022026140435388	0.00476902495979119	0.00466334574392884	0.00446906205912316	0.649368575749553	0.647578551681799	0.655931097689512	34.502387826594	43.7533376130758	59.4847948886889
"165"	"rihC"	"rihC-3"	32101	5	28	31	14	22	27	122	0.805251641137856	"F"	-0.00231218438206769	-0.00319394593943492	-0.00356067787866992	0.00932128399034056	0.00684897748637102	0.00492905793584188	0.820102182598202	0.672747513553504	0.522277300877811	81.8261086069239	2281.6698967791	1829.46166629738
"167"	"IR32"	"IR32-1"	33513	1	0	0	5	0	0	5	0.147540983606557	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"169"	"carA"	"carA-1"	33886	5	24	0	0	0	0	24	0.142857142857143	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"171"	"carA"	"carA-2"	34227	1	5	0	0	0	0	5	0.439895470383275	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"173"	"carA"	"carA-3"	34733	3	12	0	0	0	0	12	0.880662020905923	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"175"	"carB"	"carB-1"	35384	3	70	10	158	9	10	257	0.153989444271965	"F"	-0.0292313725660446	-0.0136310643799524	0.0232425081163017	0.0320232217464473	0.0383766826629127	0.0205122892632074	0.428644361923535	0.74595084037834	0.33953937897453	37.5565282828931	91.7017139435107	17326.6523653637
"177"	"carB"	"carB-2"	36194	11	64	0	0	0	0	64	0.405464141570941	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"179"	"carB"	"carB-3"	37289	13	87	1	2	1	2	93	0.745420676808445	"F"	-0.0452480466208675	-0.0981325882308509	-0.0948052957981702	0.0451647213917028	0.0352681600275335	0.0297223146482721	0.390240054802382	0.0688489119949538	0.0497224837602556	67.6180015916337	10899.43637758	4510578.46349712
"181"	"IR34"	"IR34"	38156	1	4	0	4	0	0	8	1	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"183"	"ESCRE0039"	"ESCRE0039-1"	38158	2	8	2	0	3	4	17	0.00558659217877095	"C"	-0.00469476860913487	-0.0147918697536036	-0.018077144219789	0.0184885604655622	0.0145597958258634	0.0100615787948737	0.823271822630928	0.416563385838619	0.214225740466085	469.437874109011	215.871554618755	791.648386016078
"185"	"ESCRE0039"	"ESCRE0039-2"	38247	2	9	5	2	4	5	25	0.502793296089385	"C"	-0.00767818288589346	-0.0129225758522316	-0.0153367560963122	0.0156204611534132	0.0115532148070723	0.00887712734997732	0.656756649862309	0.344834443508015	0.182497044721134	209.330875973931	725.544160443782	525.949853074833
"187"	"ESCRE0039"	"ESCRE0039-3"	38279	3	8	12	33	24	25	102	0.681564245810056	"C"	0.019532235333626	0.0130432532530197	0.00463351731468189	0.0102684486269315	0.011620638614239	0.0109468601743129	0.15330483199698	0.343411448276747	0.700607296894466	45.7885883782907	72.3000178271457	176.212648106881
"189"	"IR35"	"IR35"	38370	1	3	2	1	0	0	7	1	"F"	-0.0626176917299559	-0.0662922820963286	-0.0707338922193349	0.00984271803788759	0.0114718857440036	0.0130742091396872	0.0992565105497617	0.109086758086819	0.116357369029633	23.4000000000001	12.2445322064225	19.0932546003908
"191"	"caiF"	"caiF-1"	38447	2	5	3	2	2	4	16	0.192405063291139	"F"	-0.00369990953334145	-0.00603297185397144	-0.00734291497130828	0.0116586530314111	0.0102732000849869	0.0084741158708283	0.771780368476818	0.598304895174609	0.449956430195645	62.1713203187162	64.7138788418317	203.19915098661
"193"	"caiF"	"caiF-2"	38511	2	7	0	0	0	0	7	0.354430379746835	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"195"	"caiF"	"caiF-3"	38648	3	7	4	1	8	6	26	0.70126582278481	"F"	0.00552836506974319	0.00149813625917597	3.68169233768901e-05	0.0246953244176523	0.0133652876097378	0.00845767407011712	0.837242817844058	0.917830098508814	0.99680004249309	328.678598905835	20.282651478413	426.344026327789
"197"	"caiE"	"caiE-1"	38983	8	21	20	6	21	20	88	0.0135593220338983	"C"	0.00102667985760855	-0.000498571076070905	-0.000990194846562319	0.0164257298027515	0.00971663277122817	0.00581273467486442	0.954092558236844	0.962302997874206	0.875575961845247	22.9052720865088	384.885768057361	20.2582382646793
"199"	"caiE"	"caiE-2"	39256	1	2	1	0	0	0	4	0.476271186440678	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"201"	"caiE"	"caiE-3"	39376	7	23	25	15	25	19	107	0.679661016949153	"C"	-0.00324162078504639	-0.00286670183246544	-0.00206697861652513	0.00752030293876012	0.00694656753987672	0.00635289194771447	0.69552807938261	0.707561926998945	0.766279500923299	103.649505623142	170.002577995568	43.8030024047741
"203"	"caiD"	"caiD-1"	39683	6	3	16	7	10	11	47	0.12541993281075	"C"	0.0125448356936141	0.00193246159224869	-0.00428012247703372	0.014039437431944	0.0123482417649622	0.00876584485983677	0.437403072257352	0.885579864199782	0.658819909288103	49.157821400143	205.338576857495	4805.6993068578
"205"	"caiD"	"caiD-2"	40048	1	2	0	3	0	0	6	0.534154535274356	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"207"	"caiD"	"caiD-3"	40188	2	1	0	1	3	3	8	0.690929451287794	"C"	0.0225565648504137	0.0200008204362883	0.0125948332606624	0.0133175055805306	0.0139754396131992	0.0148123814207876	0.232392617221688	0.28869919613873	0.484718983007577	1.19710468272386	37.2914115886299	59.3904213943924
