"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"
"33"	"yaaJ"	"yaaJ-1"	6528	13	39	88	44	63	66	300	0.000699300699300699	"C"	0.000339230747195819	0.000377406324915486	0.000530140025266387	0.00682636904584088	0.00622551054955381	0.00567504840111832	0.963489589506765	0.955472403327301	0.931462271958653	646.405948767015	17.6683278160678	8.15173869339263
"35"	"yaaJ"	"yaaJ-2"	7156	14	60	138	110	76	125	509	0.43986013986014	"C"	0.0015338904362919	0.00147729577928812	0.00141322187537885	0.00210319402665695	0.00208138274206617	0.00205072605453281	0.518591522581649	0.529042852092945	0.54025570925308	23676.6005229503	1351.07539538695	514.396782858774
"37"	"yaaJ"	"yaaJ-3"	7565	11	21	58	50	35	40	204	0.725874125874126	"C"	-0.000354453052812351	-0.000880177356682849	-0.00137923616803331	0.00443581294733297	0.00445148258615993	0.00438019070313606	0.941343046855594	0.855898178064704	0.773482756979712	36.141798655884	29.5260047140532	23.9254064880611
"39"	"IR7"	"IR7-1"	7961	10	33	87	78	48	60	306	0.0108303249097473	"F"	-0.00151340316431219	-0.00197064224352289	-0.00240445679069692	0.00407709641922353	0.0042051761024041	0.0042827430621471	0.735155787783626	0.671288856093826	0.613713387182903	4402.97213810993	2335.0309235991	210.98796624587
"41"	"IR7"	"IR7-2"	8056	4	12	12	8	3	14	49	0.353790613718412	"F"	-0.00891388105471321	-0.0074917998331119	-0.00744350575900753	0.0153961376615425	0.0115896340493167	0.00868288458463629	0.603218202439175	0.564051534846927	0.454324517952676	559.177535774188	166.65264796573	1029.77937985909
"43"	"IR7"	"IR7-3"	8232	1	0	6	4	5	2	17	0.989169675090253	"F"	-0.0179956656720542	-0.00894989801141633	0.00132485652809186	0.0144965287423041	0.0171694247819625	0.0158101868306893	0.340310136688746	0.654152408039922	0.94084986006333	75.8243146733452	23.0844266939515	78.3610552084511
"45"	"talB"	"talB-1"	8384	1	0	2	1	0	0	4	0.155299055613851	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"47"	"talB"	"talB-2"	8791	3	2	3	6	2	1	14	0.582371458551941	"F"	-0.0208025434227648	-0.0112051794477707	0.00169424693443411	0.013227606828709	0.0184318778791275	0.0211469100839938	0.21384865217205	0.586170783467294	0.941188731714879	48.3456014046041	63.771893182318	27.1672936668512
"49"	"talB"	"talB-3"	8904	6	18	7	7	2	5	39	0.700944386149003	"F"	-0.0287021122994366	-0.0414323908080087	-0.0474754279643009	0.0176065089576719	0.0177632417574011	0.0181132552670927	0.201552855358334	0.101917259292534	0.0789312893967914	1164.13605226773	212.71647721649	4189.17944909153
"51"	"IR8"	"IR8-1"	9197	1	0	3	2	1	1	7	0.0619469026548673	"F"	-0.0218624553221901	-0.0221671875348265	-0.0223223626402988	0.00163038971689391	0.00157945025818838	0.00156709394739793	0.00551544286275161	0.00503847100244511	0.00489230550108618	58.7954868715693	1223.14369606486	3.05975186374051
"53"	"mogA"	"mogA-1"	9311	5	11	43	20	27	24	125	0.0119250425894378	"F"	0.00153873269669277	-0.000234350322951872	-0.00179816336845848	0.0090405925941113	0.00947281699363848	0.00913770202876231	0.875681666556509	0.981816526821471	0.85657282375861	10.4508493810152	10.3480475293345	20.0955534170039
"55"	"mogA"	"mogA-2"	9620	2	1	7	1	0	0	16	0.538330494037479	"F"	-0.0416461479219598	-0.0346577366463688	-0.00210923635566583	0.0816986501742878	0.125814259344769	0.155165202921405	0.699884906457596	0.828876115635882	0.991346649604411	23.4000000000001	3.72075357843268	11.4437865618782
"57"	"mogA"	"mogA-3"	9717	5	8	10	22	8	11	59	0.703577512776831	"F"	-0.0020767954286308	-0.00328578821710368	-0.00385368553587316	0.00951426096819382	0.0112950882468476	0.0129591753120687	0.841214570769202	0.790076899237589	0.785585732699496	76.6438732610712	18.1056782249537	27.2057441959086
"59"	"yaaH"	"yaaH-1"	9927	4	9	16	9	12	20	66	0.00176678445229682	"C"	0.00606215875803405	0.00613859986302338	0.00604823519657549	0.00688541142044595	0.00531710272328621	0.00407986781404197	0.443450574329837	0.331911752921332	0.23483686369185	55.5078729866364	338.978921851178	38936.6487709501
"61"	"yaaH"	"yaaH-2"	10156	4	10	31	36	20	32	129	0.406360424028269	"C"	0.00781294715778381	0.00569888434022932	0.00366282606571215	0.00630295757293982	0.00626315343704305	0.00604508626488407	0.303263877331865	0.429957072123711	0.587340521785483	67.4744667383967	23.0806297447634	149.93167065415
"63"	"yaaH"	"yaaH-3"	10381	2	2	5	5	2	7	21	0.803886925795053	"C"	0.00768619671574138	0.00978800822783197	0.0105260088366152	0.00847978157117377	0.00674654230179597	0.00514076591550785	0.43153638806576	0.242726621017065	0.133076096032289	85.7180159316324	132.327373586492	145.350887055507
"65"	"IR10"	"IR10-2"	10569	2	0	11	2	3	6	22	0.517006802721088	"F"	-0.00317953489114084	-0.0110317750408329	-0.012797999194641	0.023346677845723	0.0159076582153534	0.0101923675243045	0.90414405431386	0.55971667543987	0.336059646352652	373.158702742327	161.604992852791	1123.02456441774
"67"	"IR10"	"IR10-3"	10634	2	0	3	8	6	4	21	0.959183673469388	"F"	0.00519960958868414	-0.000628263179337339	-0.00526180195651236	0.0196823717245824	0.0212494808681601	0.0194414528483863	0.816375648458868	0.979098214031024	0.812033750853434	23.9364138825895	9.79907082114575	6.65410663841964
"69"	"htpY"	"htpY-1"	10743	2	18	13	18	9	6	64	0.143057503506311	"C"	-0.023654291356431	-0.0257013681128933	-0.0270693838237947	0.00926198162770085	0.0100534363097929	0.00981777304669857	0.0836568281863037	0.0834700580593445	0.0703179598674847	19.6180121256955	55.8351973899703	619.892544770926
"71"	"htpY"	"htpY-2"	10955	6	16	25	21	17	25	104	0.44039270687237	"C"	-0.000449789460929816	-0.000706775286047581	-0.000953281947947978	0.00258123330029543	0.00254845416772142	0.00249970705160945	0.872761736346834	0.799535765228196	0.728344397312863	4104.96275108335	1148.95846981429	618.58589806279
"73"	"htpY"	"htpY-3"	11229	3	13	6	6	1	4	30	0.82468443197756	"C"	-0.0308847177155338	-0.0384156533490551	-0.0435486683046918	0.0202219279959911	0.0172592779836373	0.0170572553974264	0.224134861639075	0.112435005043513	0.0837170416428212	2203.29090102407	223.283235243095	6802.83972206607
"75"	"yaaI"	"yaaI-1"	11430	2	2	7	4	4	4	21	0.123762376237624	"C"	-0.000290634506340662	-0.00169927658950662	-0.00308470107725108	0.0067596655428282	0.00709554373771695	0.00708043386420222	0.968406836689178	0.826159124377541	0.692522657612147	42.0610946196129	21.7635398423009	27.6932972976437
"77"	"yaaI"	"yaaI-2"	11620	2	2	11	5	10	4	32	0.594059405940594	"C"	0.000776281022029206	0.00371117613958984	0.00852704138073142	0.016288415097546	0.0185757392960471	0.0165414763266289	0.964983678589064	0.85442339904896	0.641789275400933	161.709304323834	30.7017493752065	113.016481375648
"79"	"IR12"	"IR12-1"	11796	1	1	2	0	0	0	4	0.0293333333333333	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81"	"dnaK"	"dnaK-3"	13880	1	3	0	0	0	0	3	0.897181628392484	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"83"	"IR13"	"IR13"	14098	2	3	6	0	0	0	9	0.229885057471264	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"85"	"dnaJ"	"dnaJ-2"	14845	1	4	1	0	0	0	5	0.600884955752212	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"87"	"IR14"	"IR14-1"	15337	2	0	0	2	5	3	10	0.275862068965517	"F"	0.00691639814127535	-0.0025126188099718	-0.0141286624550481	0.0368163029952698	0.0460277779073964	0.0480220561937105	0.881780984373509	0.965281905520694	0.817838746605152	16.3461538461538	5.26928430931226	12.9493422613037
"89"	"mokC"	"hokC-1"	16764	1	1	3	2	0	0	6	0.0717703349282297	"C"	0.00472358547199616	0.00252727143447071	-6.12580034377456e-05	0.0214576566930602	0.0232088785656992	0.0244314981679685	0.862057701135178	0.930948987064451	0.99840378292756	23.4000000000001	13.936170212766	9.94557511307513
"91"	"mokC"	"hokC-3"	16889	2	7	1	3	5	3	19	0.669856459330144	"C"	-0.00189970105238632	-0.0205986275502099	-0.0212962155174647	0.0266953614078861	0.0165259911711234	0.00926218226334164	0.947747065555867	0.3010636872343	0.105059104879741	206.329126250596	283.809973502043	4972.87345316539
"93"	"mokC"	"mokC-1"	16764	1	1	3	2	0	0	6	0.0717703349282297	"C"	0.00472358547199616	0.00252727143447071	-6.12580034377456e-05	0.0214576566930602	0.0232088785656992	0.0244314981679685	0.862057701135178	0.930948987064451	0.99840378292756	23.4000000000001	13.936170212766	9.94557511307513
"95"	"mokC"	"mokC-2"	16889	1	0	0	0	3	2	5	0.669856459330144	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"97"	"mokC"	"mokC-3"	16891	4	23	26	24	22	29	124	0.679425837320574	"C"	-0.00149521968664131	-0.00301962786649167	-0.00432675039810025	0.00560764546396566	0.00546764331018911	0.00512821870058402	0.807024117295751	0.619242560799057	0.460789943792502	50.383630663095	119.633123559746	319.07334526821
"99"	"IR16"	"IR16-1"	16960	6	23	26	21	23	24	117	0.00189393939393939	"F"	-0.00422048303947458	-0.00561461028263506	-0.00670685701546494	0.00652046951194713	0.0064704561525617	0.00614274566266148	0.563573536084748	0.449383431124726	0.354744476584153	279.147389634843	456.08966420843	449.694559231124
"101"	"nhaA"	"nhaA-2"	18127	2	12	0	0	0	0	12	0.548027444253859	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103"	"nhaR"	"nhaR-1"	18765	3	6	7	3	7	9	32	0.056353591160221	"F"	0.00338257187038859	0.00136721803469735	-8.50340148782724e-05	0.0134438848329651	0.00936810156353436	0.00646526269852618	0.817596123230344	0.893220402005447	0.990331940696681	114.930434378496	22.4714747495736	4852.75323787711
"105"	"nhaR"	"nhaR-2"	19051	3	4	4	3	6	2	19	0.372375690607735	"F"	-0.0128516318554159	-0.0044285643243942	0.00334085907734382	0.0142145459413379	0.0160528975535636	0.0131428482390318	0.432577677416457	0.800557485752497	0.815771392046508	29.1776742201813	37.2674690349103	203.389010981559
"107"	"nhaR"	"nhaR-3"	19337	3	1	5	9	7	12	34	0.688397790055249	"F"	0.0318175152077755	0.0210503948905995	0.0140371287463311	0.0112973557040974	0.0091113487570344	0.00627203337222461	0.0669390509450438	0.103997784046497	0.11116241831099	87.6329296171273	122.177115116784	289.591452785434
"109"	"ECB_00020"	"ECB_00020-1"	19661	4	12	37	20	41	42	152	0.00312825860271116	"C"	0.013621753594624	0.0127235611422707	0.0106164052221773	0.00915809236086036	0.0094269227963195	0.00986539403635765	0.233629983328139	0.269923282811895	0.360706564926197	6.72924122181711	18.2111758167298	36485.5965291763
"111"	"ECB_00020"	"ECB_00020-3"	20520	1	6	0	0	0	0	6	0.898852971845673	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"113"	"ECB_00021"	"ECB_00021-1"	20837	4	9	18	12	13	9	61	0.180786026200873	"C"	-0.00834205049109612	-0.00603043435909335	-0.00324421920936662	0.0058514096141956	0.00646195398475684	0.00659594510683202	0.24920900684695	0.419546595033135	0.656565232936634	758.686757474567	578.373551440978	779.631553183352
"115"	"ECB_00021"	"ECB_00021-3"	21702	2	1	6	5	11	14	37	0.936244541484716	"C"	0.0363103595978835	0.0268868757049021	0.0163285901701754	0.0118714473977837	0.0119585377660536	0.0121983379078011	0.0550524036015953	0.110107059851961	0.273105529170724	226.565929031105	369.560216702358	513.782113838877
"117"	"IR20"	"IR20-3"	22092	4	198	2	6	0	0	207	0.733178654292343	"F"	-0.159279078209194	-0.21903448610447	-0.206800766001511	0.218600919124119	0.103390915110824	0.056431203891322	0.599131278049551	0.280763671593413	0.169590125444121	23.4000000000001	12816.5157220631	8824089.1785066
"119"	"IR21"	"IR21-3"	23274	2	10	5	2	1	0	18	0.835648148148148	"F"	-0.0696120079579907	-0.0890857748634414	-0.108708170871166	0.0203231137812633	0.0254834700358307	0.0332676814993069	0.0756844098107831	0.0729827810373203	0.0822619299856003	19.5004198107311	268.250270591636	16364.9876440551
"121"	"ECB_00025"	"ECB_00025-1"	24154	1	1	2	0	2	0	5	0.285714285714286	"C"	0.0151381179191687	0.0152416731693074	0.0153154637144293	0.00182831299057385	0.00160683821917494	0.00144469553211942	0.0765174293267369	0.0668680070555809	0.059874668847193	60.2941176470594	94.0372155499392	145.481412799345
"123"	"IR23"	"IR23-2"	24678	3	13	4	1	1	2	21	0.567567567567568	"F"	-0.0363597262740556	-0.0577182897740327	-0.0627197587953338	0.0255873148231791	0.0244463290139294	0.0279759782841275	0.250424868039924	0.0993080228587682	0.110764718615997	67.976530046427	449.726502981684	15063.7835346494
"125"	"IR23"	"IR23-3"	24747	4	7	8	4	9	13	41	0.711018711018711	"F"	0.00752530206835004	0.00575428338777778	0.00411332024919188	0.0127716711178178	0.00901398466677183	0.00623996287433994	0.597143803671262	0.568624261073549	0.55685573468153	46.2478664651796	29.9020088458457	97.1512522615914
"127"	"yaaY"	"yaaY-1"	25273	2	21	18	0	0	0	39	0.0917431192660551	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"129"	"yaaY"	"yaaY-3"	25437	1	3	0	0	0	0	3	0.844036697247706	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"131"	"ileS"	"ileS-1"	27181	1	3	0	0	0	0	3	0.254971590909091	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"133"	"ileS"	"ileS-3"	29215	1	5	0	0	0	0	5	0.977272727272727	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"135"	"fkpB"	"fkpB-1"	29980	1	3	0	0	0	0	3	0.182628062360802	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"137"	"rihC"	"rihC-1"	31378	3	12	11	7	11	17	58	0.0142231947483589	"F"	0.00290158391430224	-0.000158633961058582	-0.00233515324164101	0.0115141573363563	0.00933941887128757	0.00713029348315437	0.817317874202905	0.987514729270343	0.764814343770547	59.7517200579456	1628.6074973572	1307.15709412428
"139"	"rihC"	"rihC-2"	31761	11	49	37	17	28	29	160	0.433260393873085	"F"	-0.0120695722886281	-0.0184058569919097	-0.0215810996581545	0.0138461838262799	0.0119681368828475	0.0101061163695592	0.447527077834259	0.221679850911362	0.122378459176533	25.30060934744	151.678832925795	904.569344876456
"141"	"rihC"	"rihC-3"	32103	3	10	10	10	13	6	49	0.807439824945295	"F"	-0.0110445568927818	-0.00694644990650203	-0.00241782337507182	0.0109329827078738	0.012061617462847	0.0110315365556874	0.386803863797783	0.605037154234575	0.84057971308747	187.228946429377	40.2037685176827	71.2345596505223
"143"	"IR30"	"IR30-2"	32347	3	5	13	9	4	1	32	0.406060606060606	"F"	-0.0415814603903982	-0.0244780023451742	-0.0146969775031849	0.0122460920478621	0.012769418081301	0.0108268138669277	0.0426024277027828	0.151093661190067	0.267725599433141	331.616482478429	68.3188085795887	63.3884562827218
"145"	"carA"	"carA-1"	33740	4	33	0	0	0	0	33	0.0156794425087108	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"147"	"carA"	"carA-2"	34223	3	36	0	0	0	0	36	0.436411149825784	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"149"	"carA"	"carA-3"	34683	3	16	0	0	0	0	16	0.837108013937282	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"151"	"IR33"	"IR33"	34878	1	3	0	0	0	0	3	0.4375	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"153"	"carB"	"carB-1"	34905	10	280	6	21	2	8	317	0.00527786401738591	"F"	-0.0551463087736956	-0.106145865448555	-0.120039221886816	0.0446788136040306	0.0354281377788772	0.029443079911146	0.304967848929523	0.0578489097633772	0.0266420114561887	1754.27550456683	7157.21249842623	7479992.42216743
"155"	"carB"	"carB-2"	36467	12	65	0	0	0	0	65	0.490220428438373	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"157"	"carB"	"carB-3"	37917	10	77	5	1	0	0	83	0.940391182862465	"F"	-0.22483095768239	-0.328477913368802	-0.424369321810611	0.0988735950208826	0.12614997758547	0.124546346540417	0.263759840735434	0.233433192558462	0.181735687796698	23.4000000000001	198.667841387714	12922.9248294512
"159"	"ESCRE0039"	"ESCRE0039-1"	38161	2	13	13	5	6	7	44	0.0223463687150838	"C"	-0.0175198602605437	-0.0226993495401613	-0.0257555379526695	0.0114044973027134	0.0100875332456345	0.0095166048987353	0.222066620344622	0.109913887575605	0.0733888012833541	261.723038761779	93001.786430853	18572.2626265259
"161"	"ESCRE0039"	"ESCRE0039-2"	38238	1	4	0	0	0	0	4	0.452513966480447	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"163"	"caiF"	"caiF-1"	38385	2	6	0	0	0	0	6	0.0354430379746835	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"165"	"caiF"	"caiF-2"	38511	2	7	11	9	14	16	57	0.354430379746835	"F"	0.00962013634582521	0.00958558528280806	0.00899563703793058	0.00656393004085631	0.00654795905570264	0.00670290902826099	0.239003777385714	0.239429048984351	0.272111008898101	5.55258062599058	13.0719296366166	54.3918204513548
"167"	"caiF"	"caiF-3"	38754	2	7	20	20	16	27	90	0.969620253164557	"F"	0.0127852614697514	0.0115804602049285	0.0105973437022005	0.00338628536605976	0.00291837783386793	0.00244102009156943	0.0325410133952335	0.0286007251494447	0.0225574452780008	952.787884981066	513.62171870113	846.214316106314
"169"	"caiE"	"caiE-1"	39042	5	24	27	26	24	32	133	0.113559322033898	"C"	-0.00030883278601269	-0.00179163118124857	-0.00305247018969254	0.00564385883316393	0.00542522000017927	0.00502142468887351	0.959801677285661	0.76293535260881	0.586190973850935	44.2000448707252	97.78482994255	240.103219676889
"171"	"caiE"	"caiE-3"	39444	5	38	26	12	22	19	117	0.794915254237288	"C"	-0.0138250110168787	-0.0207053185872743	-0.0236547479111857	0.0148481651362834	0.0130058052108035	0.0108813645079713	0.420487715962589	0.209623508986995	0.118025411480396	13.4062811528658	48.4621030723591	555.88903484658
"173"	"caiD"	"caiD-1"	39642	3	7	20	8	7	24	66	0.0795072788353863	"C"	0.00731275757965145	0.00921963450628546	0.00946272597691488	0.0110574428149057	0.00901379726121266	0.00696735353809193	0.55564935964534	0.38166708944443	0.267530701950202	133.695526344463	18058.2447705171	693.185446566751
"175"	"caiD"	"caiD-3"	40246	2	3	3	4	3	2	15	0.755879059350504	"C"	-0.0112279414438941	-0.0104119670277773	-0.00928941936279298	0.00823793327455049	0.00830000314936386	0.00764303600905444	0.266180147011661	0.298517526989623	0.311133504265112	48.4206493371339	40.4171738098445	312.31689302234
"177"	"caiC"	"caiC-1"	40905	2	0	16	8	4	9	37	0.280612244897959	"C"	-0.0100124428793164	-0.0113025467288104	-0.0119308703441812	0.011828765022102	0.0101141643137465	0.00861800123941482	0.486432234274924	0.380009733412053	0.300462426339366	82.4605507796477	62.1942118229262	85.106943265503
"179"	"caiC"	"caiC-2"	41408	4	15	30	13	17	27	102	0.60140306122449	"C"	0.000747423114089661	0.00036652108340781	0.000165069670308153	0.00805730181518714	0.00612634457083185	0.00458207109038524	0.93193916741057	0.956055772825082	0.973525380229849	244.353230256217	1515.09235517193	99.0229583119815
"181"	"caiC"	"caiC-3"	41655	13	59	82	64	49	72	326	0.758928571428571	"C"	-0.00473796045627603	-0.0055568218548304	-0.00630827379359684	0.00383633698454104	0.00389762246721509	0.00390450446018046	0.304729074211375	0.249196666200202	0.204587528349717	82.3270058230454	95.9092745925743	130.618038712021
"183"	"caiB#1"	"caiB#1-1"	42294	1	0	1	1	0	0	5	0.228506787330317	"C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"185"	"caiB#1"	"caiB#1-2"	42400	10	36	77	28	40	32	213	0.34841628959276	"C"	-0.0116560126792172	-0.0115836552197752	-0.0104558444601006	0.00854829334968551	0.00772002031908652	0.00685032413285963	0.266014105707646	0.230471193393467	0.224358346056027	79.5361978782469	11.3155082833785	7.06340384846604
"187"	"caiB#1"	"caiB#1-3"	42708	3	6	31	23	28	26	114	0.69683257918552	"C"	0.013290054622393	0.00853012024763914	0.00550481911917274	0.0108889691423067	0.0102845925050566	0.00945983135289124	0.309456030679539	0.467704401669458	0.601467519375995	959.909983309617	225.75287380113	51.2786670719129
"189"	"caiB#1"	"caiB#2-1"	42890	1	3	1	0	2	0	6	0.902714932126697	"C"	-0.00103232537475469	-0.0153200490131209	-0.0184039722103936	0.0506175340735712	0.0323804921415502	0.0176815357320639	0.987018181321654	0.718666189054871	0.487256493213643	60.2941176470594	700.950713893455	10650.8779418079
"191"	"caiB#2"	"caiB#2-2"	43092	5	18	33	34	40	45	170	1.13122171945701	"C"	0.00982823205458648	0.00976875900254311	0.00936721537608834	0.00449452990103665	0.00513986374848741	0.00590035313254266	0.116613204611124	0.153542665583432	0.210584380259121	307.54777793331	2279.78825277293	133.036245471729
"193"	"caiB#2"	"caiB#2-3"	43297	2	2	17	14	15	15	63	1.3631221719457	"C"	0.0200371223210062	0.00863002441968057	0.00397377440489395	0.0152607107201868	0.0115711330598108	0.00823707774395688	0.280589170537422	0.50989552359377	0.662515253992462	66.0241718852719	1093102.74880799	1150.76869192832
"195"	"IR39"	"IR39-1"	43312	4	5	17	9	14	20	65	0.0236220472440945	"F"	0.0137326392539218	0.0121832819920841	0.0102734155835865	0.00742344021456209	0.00665463712765303	0.00580589609260969	0.161440342797636	0.164539213191635	0.174958079652147	5.2078505719652	4.20634457132829	7.56494699161491
"197"	"caiA"	"caiA-1"	43624	2	5	7	3	2	7	24	0.163747810858144	"C"	-0.00589884715874976	-0.00474556002639152	-0.00400007603005207	0.0133049976765941	0.0102584526529025	0.00745689077816637	0.687532838264405	0.675139728342557	0.628890561413069	182.317755033891	4819.6585929199	448.039610304935
"199"	"caiA"	"caiA-2"	43836	9	13	30	24	21	34	122	0.34938704028021	"C"	0.0067380824477541	0.00669024468543338	0.00663449211088853	0.00176531872057764	0.00166619330833588	0.00157290759058662	0.0316392174824961	0.0277300855738968	0.0243548856132251	494.905022245786	2277.1593354064	95109184.5848852
"201"	"caiA"	"caiA-3"	44317	3	2	7	5	5	6	25	0.770577933450088	"C"	0.00750148221120398	0.0056579883514826	0.00402775312238621	0.006037063631279	0.00581202396400816	0.00540489788077422	0.302300104351561	0.402106938085935	0.510219595670233	511.032783796094	74.3725260239591	28.8934685840602
"203"	"caiT"	"caiT-1"	44625	7	19	42	33	25	46	165	0.00990752972258917	"C"	0.0047078757168664	0.00495598835052092	0.00516034045056077	0.00234430923529987	0.00226669720270354	0.00217904640158392	0.138222045940145	0.116643111259996	0.0986676898108241	496.947963652536	883.128176635437	1323.49808976486
"205"	"caiT"	"caiT-2"	45131	17	51	93	65	63	94	366	0.344121532364597	"C"	0.00189529698094928	0.00187166548506991	0.00183639867646022	0.00333880848265993	0.00297168021564951	0.00263619741077252	0.609972538062179	0.573505134279504	0.53617144966564	50.3927712674066	100.281801955183	491.699549852862
